Tweet ID,Content,Date,clean_tweet,language,tokens
1932277612119990398,"parei pra pensar e um dos maiores efeitos borboletas da minha vida foi 
pintar o cabelo de loiro → quase morrer de tuberculose","June 10, 2025 at 03:24 AM",parei pra pensar e um dos maiores efeitos borboletas da minha vida foi pintar o cabelo de loiro → quase morrer de tuberculose,pt,par pensar grande efeito borboleta vida pintar cabelo loiro quase morrer tuberculose
1932270878458351632,@thiaagomoraiz e imagine o dia que inventarem um tabaco com sabor de loira problemática eu pego até tuberculose kkkkjjjhhg,"June 10, 2025 at 02:57 AM", e imagine o dia que inventarem um tabaco com sabor de loira problemática eu pego até tuberculose kkkkjjjhhg,pt,imagine inventar tabaco sabor loira problemáticar pegar tuberculose kkkkjjjhhg
1932258790360928543,"Ideia de date: eu me apaixono perdidamente, escrevo um monte de poema, nunca te mando e morro de tuberculose","June 10, 2025 at 02:09 AM",ideia de date eu me apaixono perdidamente escrevo um monte de poema nunca te mando e morro de tuberculose,pt,ideia date apaixono perdidamente escrevo monte poema mar morro tuberculose
1932255777424630244,amo mt minha namorada e vou ficar mt triste quando eu ficar viúva pq jaja ela vai morr3r de tuberculose pois n vai no hospital se cuidar 😓😓😓😓,"June 10, 2025 at 01:57 AM",amo mt minha namorada e vou ficar mt triste quando eu ficar viúva pq ela vai morrr de tuberculose pois n vai no hospital se cuidar ,pt,amo namorar ir ficar tristar ficar viúvo morrr tuberculose hospital cuidar
1932224740602884480,ULS Lezíria lança TeleTOD: doentes com tuberculose podem tomar medicação por videochamada https://t.co/mQS4iFoMFY #Tuberculose #SaúdeDigital #Telemedicina #ULSLezíria #Tratamento,"June 9, 2025 at 11:54 PM",uls lezíria lança teletod doentes com tuberculose podem tomar medicação por videochamada údedigital íria ,pt,uls lezírio lançar teletod doente tuberculose tomar medicação videochamar údedigital írio
1932205255632060632,"arthur morgan descobriu a tuberculose 😭😭😭 a carinha dele mds, esse jogo é do diabo.","June 9, 2025 at 10:36 PM",arthur morgan descobriu a tuberculose a carinha dele mds esse jogo é do diabo ,pt,arthur morgan descobrir tuberculose carinha de ele mds jogo diabo
1932183148109983756,Vamos pra bem longe dessa tal gripe aviária...para não virar uma tuberculose vamos vamos ....... https://t.co/CpuSCrg7eM,"June 9, 2025 at 09:08 PM",vamos pra bem longe dessa tal gripe aviária para não virar uma tuberculose vamos vamos ,pt,ir gripe aviário virar tuberculose ir ir
1932146423275098258,Actualmente há uma onda de muitos casos de tuberculose. Please façam exames. Tenho 3 amigos que foram diagnósticados. O engraçado é que nenhum deles convive ou conviveu com outro.,"June 9, 2025 at 06:42 PM",actualmente há uma onda de muitos casos de tuberculose please façam exames tenho  amigos que foram diagnósticados o engraçado é que nenhum deles convive ou conviveu com outro ,pt,actualmente onda caso tuberculose please façam exame amigo diagnósticar engraçado nenhum de ele conviver conviver outro
1932129026811797674,"entao é isso gente, meu arthur morgan acabou de pegar tuberculose 😿 https://t.co/QZuXz2kvMr","June 9, 2025 at 05:33 PM",entao é isso gente meu arthur morgan acabou de pegar tuberculose ,pt,entao gente arthur morgan acabar tuberculose
1932121304703832416,"E eu aposto que esses animais nunca passaram na vista de um veterinário na vida... Cisticercose, tuberculose, pneumonia nesses animais é mato...","June 9, 2025 at 05:03 PM",e eu aposto que esses animais nunca passaram na vista de um veterinário na vida cisticercose tuberculose pneumonia nesses animais é mato ,pt,apostar animal passar vista veterinário vida cisticercose tuberculose pneumoner em esse animal mato
1932108007581835363,@ingloriouscine Quando ele descobre a tuberculose? Desculpa é que tem muito momento triste que envolve a doença do Arthur kkkkkkkkkk,"June 9, 2025 at 04:10 PM", quando ele descobre a tuberculose desculpa é que tem muito momento triste que envolve a doença do arthur ,pt,descobrir tuberculose desculpo triste envolver doença arthur
1932095726273573045,matheus acabou de me perguntar se ele tem cara de quem tem tuberculose latente,"June 9, 2025 at 03:21 PM",matheus acabou de me perguntar se ele tem cara de quem tem tuberculose latente,pt,matheu acabar perguntar cara tuberculose latente
1932080118622511443,"gente
semana passada apareceu uma paciente na UPA com tuberculose, pesando 39kg

adivinhem so no que eu tava pensado","June 9, 2025 at 02:19 PM",gente semana passada apareceu uma paciente na upa com tuberculose pesando kg adivinhem so no que eu tava pensado,pt,gente semana passado aparecer paciente upa tuberculose pesar adivinhem tar pensar
1932060618783138277,Perfil dos óbitos com registro de Tuberculose em um hospital referência em doenças infectocontagiosas no Pará https://t.co/Zzo323G0ax https://t.co/uFrQgWn6IZ,"June 9, 2025 at 01:02 PM",perfil dos óbitos com registro de tuberculose em um hospital referência em doenças infectocontagiosas no pará ,pt,perfil óbito registro tuberculose hospital referência doença infectocontagioso par
1931883378350952595,"muito se fala em influenza, covid e uma onda crescente de tuberculose, mas e a sumida coqueluche? juro quando isolarem o primeiro paciente quero só ver o furdunço","June 9, 2025 at 01:17 AM",muito se fala em influenza covid e uma onda crescente de tuberculose mas e a sumida coqueluche juro quando isolarem o primeiro paciente quero só ver o furdunço,pt,falar influenza covid onda crescente tuberculose sumida coqueluche juro isolar paciente furdunço
1931868440916340861,"minha professora de história ao invés de me desejar melhoras, ela disse: “mds, tuberculose é tão idade media”","June 9, 2025 at 12:18 AM",minha professora de história ao invés de me desejar melhoras ela disse “mds tuberculose é tão idade media ,pt,professora história invés desejar melhora dizer mds tuberculose idade media
1931868146518073461,"não esqueço nunca de quando eu fiquei puto pq os médicos falaram que eu poderia estar com coqueluche ou TUBERCULOSE, ai no fim era só ansiedade, fiz uma bateria de exames para porra nenhuma (mas chorei de medo na época","June 9, 2025 at 12:17 AM",ão esqueço nunca de quando eu fiquei puto pq os médicos falaram que eu poderia estar com coqueluche ou tuberculose ai no fim era só ansiedade fiz uma bateria de exames para porra nenhuma mas chorei de medo na época,pt,esqueço fiquei puto médico falar poder coqueluche tuberculose ansiedade fiz bateria exame porra chorar medo época
1931858026643812551,@uglypuckie_ nana meu boi com tamanho de gato  tá tossindo pra caralho as vezes aleatoriamente será que ele tá com tuberculose?,"June 8, 2025 at 11:37 PM", nana meu boi com tamanho de gato tá tossindo pra caralho as vezes aleatoriamente será que ele tá com tuberculose ,pt,nana boi tamanho gato tossir caralho aleatoriamente ser tuberculose
1931854224616247501,"@uglypuckie_ unrelated 
nana meu gato tá tossindo pra caralho as vezes aleatoriamente será que ele tá com tuberculose?","June 8, 2025 at 11:21 PM", unrelated nana meu gato tá tossindo pra caralho as vezes aleatoriamente será que ele tá com tuberculose ,pt,unrelated nana gato tossir caralho aleatoriamente ser tuberculose
1931853459738767699,"Meu pai falou que tava só com uma gripezinha e logo voltava.

Morreu de tuberculose 1 semana depois","June 8, 2025 at 11:18 PM",meu pai falou que tava só com uma gripezinha e logo voltava morreu de tuberculose  semana depois,pt,pai falar tar gripezinha voltar morrer tuberculose semana
1931846573442654483,"Álcool tem uma aparência muito peculiar. Máscara social, mata mais que Aids, tuberculose e violência, diz OMS. Mas a hipocrisia tem a grama mais verde. 
Ambos são adendos para o fracasso, até água em excesso mata🥱😉","June 8, 2025 at 10:51 PM",álcool tem uma aparência muito peculiar máscara social mata mais que aids tuberculose e violência diz oms mas a hipocrisia tem a grama mais verde ambos são adendos para o fracasso até água em excesso mata,pt,álcool aparência peculiar máscara social matar aids tuberculose violência oms hipocrisia grama verde adenr fracasso água excesso matar
1931820938322157568,acordei com dor de garganta depois de ler o artigo de tuberculose na wikipedia https://t.co/uB5YxNj5ol,"June 8, 2025 at 09:09 PM",acordei com dor de garganta depois de ler o artigo de tuberculose na wikipedia ,pt,acordar dor garganta ler artigo tuberculose wikipedia
1931816303968293371,"@katclysmicgrace Depois de um mês descobri que estava com começo de câncer de útero  Minha irmã pegou tuberculose. O padre morreu num acidente horrível. A Dona da casa teve uma morte tenebrosa, o dono da casa também (não revelarei detalhes), o padre exorcista morreu num acidente de carro.","June 8, 2025 at 08:51 PM", depois de um mês descobri que estava com começo de câncer de útero minha irmã pegou tuberculose o padre morreu num acidente horrível a dona da casa teve uma morte tenebrosa o dono da casa também não revelarei detalhes o padre exorcista morreu num acidente de carro ,pt,descobrir começo câncer útero irmã pegar tuberculose padre morrer acidente horrível dona casa morte tenebroso dono casa revelarar detalhe padre exorcista morrer acidente carro
1931790660652175784,"como pode a pessoa tá com tuberculose e anemia,que situação de merda viu https://t.co/iljdk0T5CF","June 8, 2025 at 07:09 PM",como pode a pessoa tá com tuberculose e anemia que situação de merda viu ,pt,pessoa tuberculose anemia situação merda ver
1931768867547668567,"Aquela música do Titãs:
Raiva, rubéola, tuberculose, anemia,rancor, cisticercose, caxumba, difteria,encefalite, faringite, gripe, leucemia, hepatite, escarlatina, estupidez, paralisia, toxoplasmose, sarampo,esquizofrenia, úlcera, trombose, coqueluche..
E o corpo ainda é pouco.","June 8, 2025 at 05:42 PM",aquela música do titãs raiva rubéola tuberculose anemia rancor cisticercose caxumba difteria encefalite faringite gripe leucemia hepatite escarlatina estupidez paralisia toxoplasmose sarampo esquizofrenia úlcera trombose coqueluche e o corpo ainda é pouco ,pt,música titãs raiva rubéola tuberculose anemio rancor cisticercose caxumba difterio encefalitir faringite gripe leucemia hepatite escarlatina estupidez paralisio toxoplasmose sarampo esquizofrenia úlcero trombose coqueluche corpo
1931767920717091079,"#SAÚDE 🦠O comitê, formado em parceria com a Câmara Municipal, será essencial para criar estratégias contra a tuberculose. Os bacilos que causam a doença são transmitidos por gotículas expelidas pela pessoa infectada. Leia mais:

https://t.co/QA5NCAz74g","June 8, 2025 at 05:38 PM",úde o comitê formado em parceria com a câmara municipal será essencial para criar estratégias contra a tuberculose os bacilos que causam a doença são transmitidos por gotículas expelidas pela pessoa infectada leia mais ,pt,úde comitê formar parceria câmara municipal ser essencial criar estratégia tuberculose bacilo causar doença transmitir gotícula expelir pessoa infectar leiar
1931766871654617256,"Eu sei que estão caindo mortos do nada, porque pegaram COVID, sars, h1n1, tuberculose e todas as doenças comuns, que não matam imediatamente outras pessoas.
Eu não tenho culpa, vocês nasceram assim, não tem o que fazer.
Entregue a alma e o coração a Deus.
.","June 8, 2025 at 05:34 PM",eu sei que estão caindo mortos do nada porque pegaram covid sars hn tuberculose e todas as doenças comuns que não matam imediatamente outras pessoas eu não tenho culpa vocês nasceram assim não tem o que fazer entregue a alma e o coração a deus ,pt,cair morto pegar covid sars tuberculose doença comum matar imediatamente pessoa culpa nascer entregar alma coração deus
1931756316789289123,"@MariaVi19856058 É preciso ser-se ignorante para fazer tais afirmações, mas enfim...de ignorantes está o mundo cheio. Se não fossem as vacinações meu Deus quantos milhares não teriam morrido. É por isso que as vacinações existem, contra a polio, contra a Hepatite,a varicela, tétano, tuberculose..","June 8, 2025 at 04:52 PM", é preciso ser se ignorante para fazer tais afirmações mas enfim de ignorantes está o mundo cheio se não fossem as vacinações meu deus quantos milhares não teriam morrido é por isso que as vacinações existem contra a polio contra a hepatite a varicela tétano tuberculose ,pt,preciso ignorante afirmação enfim ignorante mundo cheio ser vacinação deus quanto milhar ter morrer vacinação existir polio hepatite varicela tétano tuberculose
1931754361786421663,@t0xiclogs dormir 1 semana nesse quarto eh pedir pra ter ansiedade depressao ataque de panico esquizofrenia silicovulcanocaniose arritmia grave pressao alta pressao baixa avc aids tuberculose microcefalia leptospirose ebola peste negra hipoglicemia sindrome de peter pan toc tdah tdi tiktok,"June 8, 2025 at 04:45 PM", dormir  semana nesse quarto eh pedir pra ter ansiedade depressao ataque de panico esquizofrenia silicovulcanocaniose arritmia grave pressao alta pressao baixa avc aids tuberculose microcefalia leptospirose ebola peste negra hipoglicemia sindrome de peter pan toc tdah tdi tikto,pt,dormir semana pedir ansiedade depressao ataque panico esquizofrenia silicovulcanocaniose arritmio grave pressao alta pressaor baixa avc aids tuberculose microcefalio leptospirose ebola peste negro hipoglicemia sindrome peter pan toc tdah tdi tikto
1931748816476151931,Mentira nature boy é sobre tuberculose (vi em Moulin Rouge),"June 8, 2025 at 04:23 PM",mentira nature boy é sobre tuberculose vi em moulin rouge ,pt,mentira nature boy tuberculose moulin rouge
1931669106010329518,"@EduardoClerton @JoaquinTeixeira Doença o caralho .
É um vício...
Doença é hepatite,  hiv, tuberculose,  câncer.......etc","June 8, 2025 at 11:06 AM", doença o caralho é um vício doença é hepatite hiv tuberculose câncer etc,pt,doença caralho vício doença hepatite hiv tuberculose câncer etc
1931570500641165735,o mundo está um caos e meu subtrama é ser igual o Arthur do red dead (tô com tuberculose) https://t.co/utzdRHcz8y,"June 8, 2025 at 04:34 AM",o mundo está um caos e meu subtrama é ser igual o arthur do red dead tô com tuberculose ,pt,mundo caos subtrama igual arthur red dead tuberculose
1931529404942807335,eu so quero ir pra minha casinha sabe ajude uma pobi com suspeita de tuberculose uber,"June 8, 2025 at 01:51 AM",eu so quero ir pra minha casinha sabe ajude uma pobi com suspeita de tuberculose uber,pt,casinha ajude pobi suspeita tuberculose uber
1931522765183479875,"@futebol_info @lucas_musetti Peste bubônica, câncer, pneumonia
Raiva, rubéola, tuberculose, anemia
Rancor, cisticercose, caxumba, difteria
Encefalite, faringite, gripe, leucemia
E o pulso ainda pulsa","June 8, 2025 at 01:24 AM", peste bubônica câncer pneumonia raiva rubéola tuberculose anemia rancor cisticercose caxumba difteria encefalite faringite gripe leucemia e o pulso ainda pulsa,ro,peste bubônica câncer pneumonia raivo rubéola tuberculose anemio rancor cisticercose caxumba difterio encefalitir faringite gripe leucemia pulso pulso
1931509135234761078,meu deus o arthur com tuberculose que merda nao queria ter chegado nessa parte https://t.co/23qnZ4H8Cn,"June 8, 2025 at 12:30 AM",meu deus o arthur com tuberculose que merda nao queria ter chegado nessa parte ,pt,deus arthur tuberculose merdar nao querer chegar
1931499022499369242,"@c0kek4te eu entendo escama não da vontade de cheira td ea brisa do pó e fq cheirando, pó barato vc manda um atrás do outro 
o prensado ae não for veio podre mofado que 1 trago tem gosto de tuberculose eu tb não quero","June 7, 2025 at 11:50 PM", eu entendo escama não da vontade de cheira td ea brisa do pó e fq cheirando pó barato vc manda um atrás do outro o prensado ae não for veio podre mofado que  trago tem gosto de tuberculose eu tb não quero,pt,enter escamar vontade cheira brisa cheirar barato mandar outro prensado vir podre mofar trago gosto tuberculose
1931490602857746769,"Peste bubônica, câncer, pneumonia
Raiva, rubéola, tuberculose, anemia
Rancor, cisticercose, caxumba, difteria
Encefalite, faringite, gripe, leucemia","June 7, 2025 at 11:16 PM",peste bubônica câncer pneumonia raiva rubéola tuberculose anemia rancor cisticercose caxumba difteria encefalite faringite gripe leucemia,ro,peste bubônica câncer pneumonia raivo rubéola tuberculose anemio rancor cisticercose caxumba difterio encefalitir faringite gripe leucemia
1931484421695111250,"Santo Antonio Maria Gianelli (Itália, Sec XIX) era de família pobre de agricultores, sem dinheiro para pagar os estudos. Tornou-se professor. Bispo, cuidava de pobres e doentes. Fundou as Filhas de Maria Santíssima do Horto e os Missionários de Santo Afonso. Morreu de tuberculose https://t.co/2Yuj6aPPg4","June 7, 2025 at 10:52 PM",santo antonio maria gianelli itália sec xix era de família pobre de agricultores sem dinheiro para pagar os estudos tornou se professor bispo cuidava de pobres e doentes fundou as filhas de maria santíssima do horto e os missionários de santo afonso morreu de tuberculose ,pt,santo antonio maria gianelli itália sec xix família pobre agricultor dinheiro pagar estudo tornar professor bispo cuidar pobre doente fundar filha maria santo horto missionário santo afonso morrer tuberculose
1931483093703217394,"@erick81crf @futebol_info @lucas_musetti Tá igual aquela música dos Titãs:
Peste bubonica, câncer, pneumonia
Raiva, rubéola, tuberculose, anemia
E por aí vai","June 7, 2025 at 10:47 PM", tá igual aquela música dos titãs peste bubonica câncer pneumonia raiva rubéola tuberculose anemia e por aí va,pt,igual música titãs peste bubonico câncer pneumonia raivo rubéola tuberculose anemio
1931467242073371125,"@WagnerRibeiroG @futebol_info @lucas_musetti Ebola
Gripe espanhola
Gripe suína
Aids 
Peste negra
Dengue
Sarampo
Tuberculose
Raiva
Doença de chargas 
São várias opções","June 7, 2025 at 09:44 PM", ebola gripe espanhola gripe suína aids peste negra dengue sarampo tuberculose raiva doença de chargas são várias opções,pt,ebola gripe espanhol gripe suína aids peste negro dengar sarampo tuberculose raivo doença charga várias opção
1931464038476603590,"@Feres_AC @Mr_Hyde1866 Idealmente deve pedir sim. Mas o resultado estará disponível em 3 a 7 dias… muitas coisas não tem indicação de coletar em consultório por exemplo; ferida, swab é contaminação. Não serve pra nada. Precisa coletar em centro cirúrgico. Escarro, só se procura tuberculose. Etc..","June 7, 2025 at 09:31 PM", idealmente deve pedir sim mas o resultado estará disponível em  a  dias… muitas coisas não tem indicação de coletar em consultório por exemplo ferida swab é contaminação não serve pra nada precisa coletar em centro cirúrgico escarro só se procura tuberculose etc ,pt,idealmente pedir resultado disponível dia muito coisa indicação coletar consultório ferir swab contaminação servir precisar coletar centro cirúrgico escarro procurar tuberculose etc
1931423176178753677,no red dead 2 quando tu vai cobrar a dívida do cara com tuberculose e pega a doença dele 😭😭😭,"June 7, 2025 at 06:49 PM",o red dead  quando tu vai cobrar a dívida do cara com tuberculose e pega a doença dele ,pt,red dead cobrar dívida cara tuberculose pegar doença de ele
1931419945256067296,"@mao_vasco Nestor Makhno capturava a maioria dos bolcheviques, e soltava-os depois de interroga-los. Pelo que eu lembre, ele morreu de tuberculose, em 1934, em Paris.","June 7, 2025 at 06:36 PM", nestor makhno capturava a maioria dos bolcheviques e soltava os depois de interroga los pelo que eu lembre ele morreu de tuberculose em  em paris ,pt,nestor makhno capturar bolchevique soltar interroga l o lembre morrer tuberculose paris
1931415130513818092,@damnsgui aff meu sonho ser um órfão britânico que morre aos 17anos de tuberculose,"June 7, 2025 at 06:17 PM", aff meu sonho ser um órfão britânico que morre aos anos de tuberculose,pt,aff sonho órfão britânico morrer ano tuberculose
1931405271034708235,fiz raio x pra ver se tenho tuberculose tô paranoica 3 semanas assim mas a minha tosse só veio piorar depois que fui no médico ontem 😍,"June 7, 2025 at 05:37 PM",fiz raio x pra ver se tenho tuberculose tô paranoica  semanas assim mas a minha tosse só veio piorar depois que fui no médico ontem ,pt,fiz raio tuberculose paranoico semana tor vir piorar médico
1931357442111336450,"Não, não é verdade. Não há evidências históricas de que os Rothschilds forçaram a pasteurização do leite; ela foi adotada por razões de saúde pública para eliminar bactérias perigosas, reduzindo doenças como tuberculose. A pasteurização diminui os níveis de lactoferrina, uma proteína benéfica, em cerca de 20-78%, mas não a remove completamente. Embora o leite cru preserve mais lactoferrina, ele apresenta riscos de contaminação. A pasteurização é amplamente recomendada por autoridades de saúde devido à sua segurança comprovada, apesar de algumas perdas nutricionais. Teorias conspiratórias sobre os Rothschilds carecem de fundamento histórico. https://t.co/BFoTHXdgYb","June 7, 2025 at 02:27 PM",não não é verdade não há evidências históricas de que os rothschilds forçaram a pasteurização do leite ela foi adotada por razões de saúde pública para eliminar bactérias perigosas reduzindo doenças como tuberculose a pasteurização diminui os níveis de lactoferrina uma proteína benéfica em cerca de   mas não a remove completamente embora o leite cru preserve mais lactoferrina ele apresenta riscos de contaminação a pasteurização é amplamente recomendada por autoridades de saúde devido à sua segurança comprovada apesar de algumas perdas nutricionais teorias conspiratórias sobre os rothschilds carecem de fundamento histórico ,pt,verdade evidência histórico rothschilds forçar pasteurização leite adotar razão saúde público eliminar bactéria perigoso reduzir doença tuberculose pasteurização diminuir nível lactoferrina proteína benéfico cerca remove completamente leite cru preservir lactoferrina apresentar risco contaminação pasteurização amplamente recomendar autoridade saúde devido segurança comprovar apesar perda nutricional teoria conspiratório rothschilds carecer fundamento histórico
1931350068851880094,"@senshi_real RDR2 (tô há um tempo sem jogar)

Quando o Arthur é diagnosticado com tuberculose 

Ali vai tudo pro caralho","June 7, 2025 at 01:58 PM", rdr tô há um tempo sem jogar quando o arthur é diagnosticado com tuberculose ali vai tudo pro caralho,pt,rdr jogar arthur diagnosticar tuberculose pro caralho
1931347299369693559,"@cl_olv @karmaisajuh @thebelzeboy Não kkkkkkkkkkkkkkkkkk meta de % de gestantes que estão sendo acompanhadas, tratamentos eficazes de tuberculose/sifilis, pacientes não faltarem em consultas, visitas domiciliares etc, mas muitas metas dependem do paciente querer o tratamento e comparecer a unidade kkkkkkkkkk","June 7, 2025 at 01:47 PM", não meta de de gestantes que estão sendo acompanhadas tratamentos eficazes de tuberculose sifilis pacientes não faltarem em consultas visitas domiciliares etc mas muitas metas dependem do paciente querer o tratamento e comparecer a unidade ,pt,meta gestante ser acompanhar tratamento eficaz tuberculose sifili paciente faltar consulta visita domiciliar etc muito meta depender paciente querer tratamento comparecer unidade
1931330928023838759,"@inesdealmeida90 Eu acredito na ciência , que nos últimos 50 anos aumentou a esperança média de vida em mais de 10 anos , tomei vacinas que irradiaram doenças como tétano , sarampo , tuberculose ( criadas com 1% do conhecimento e tecnologia que há hoje )","June 7, 2025 at 12:42 PM", eu acredito na ciência que nos últimos  anos aumentou a esperança média de vida em mais de  anos tomei vacinas que irradiaram doenças como tétano sarampo tuberculose criadas com  do conhecimento e tecnologia que há hoje ,pt,acreditar ciência último ano aumentar esperança médio vida ano tomei vacina irradiar doença tétano sarampo tuberculose criar conhecimento tecnologia hoje
1931309491850543409,"Fiquei muito tempo lendo esse tweet e pensando o que um teste de tuberculose tem a ver 
(Mas falar sobre DPP desse jeito nada a ver também)","June 7, 2025 at 11:17 AM",fiquei muito tempo lendo esse tweet e pensando o que um teste de tuberculose tem a ver mas falar sobre dpp desse jeito nada a ver também ,pt,fiquei ler tweet pensar teste tuberculose falar dpp jeito
1931281298351387077,@haxixecomsal eu vou te matar tilis vito🖕🏻VAI MORRER DE TUBERCULOSE https://t.co/UA7WBrCKBm,"June 7, 2025 at 09:25 AM", eu vou te matar tilis vitovai morrer de tuberculose ,ca,ir matar tili vitovai morrer tuberculose
1931206142023057646,"@Bag43742751 @_felipemsn @Meninoluiz1 @PedroRonchi2 Você por acaso faz ideia da quantidade de mulheres que não fazem acompanhamento gestacional nos EUA por não terem condições de pagar?
Você pegar um caso de uma mulher com tuberculose e outro caso na pandemia não te faz o gênio da análise quantitativa não.","June 7, 2025 at 04:26 AM", felipemsn você por acaso faz ideia da quantidade de mulheres que não fazem acompanhamento gestacional nos eua por não terem condições de pagar você pegar um caso de uma mulher com tuberculose e outro caso na pandemia não te faz o gênio da análise quantitativa não ,pt,felipemsn acaso ideia quantidade mulher acompanhamento gestacional eua ter condição pagar caso mulher tuberculose outro caso pandemia gênio análise quantitativo
1931185975067038054,puta merda galera meu arthur pegou tuberculose agora fudeu agora deu o caraio memo,"June 7, 2025 at 03:06 AM",puta merda galera meu arthur pegou tuberculose agora fudeu agora deu o caraio memo,pt,putar merdo galerar arthur pegar tuberculose fuder dar caraio memo
1931155730490708390,"trabalhar na vinha do Senhor. Muitos virão em carruagens e cavalos...""

""Estarei sempre com vocês e nunca os abandonarei!""

Tudo o que Clélia profetizou a suas companheiras acabou se realizando. Clélia faleceu de tuberculose em 13 de julho de 1870, com apenas 23 anos de idade.","June 7, 2025 at 01:06 AM","trabalhar na vinha do senhor muitos virão em carruagens e cavalos "" ""estarei sempre com vocês e nunca os abandonarei "" tudo o que clélia profetizou a suas companheiras acabou se realizando clélia faleceu de tuberculose em  de julho de  com apenas  anos de idade ",pt,trabalhar vinha senhor vir carruagem cavalo estar abandonarei clélia profetizar companheira acabar realizar clélia falecer tuberculose julho ano idade
